epd,posnum,complexity,move,top,score,depth,pv
rknqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNQNBBR w HAha -,735,1212,a2a4,4,15,24,a2a4 e7e5 e2e4 a7a5 c1e2 f7f6 d2d4
rknqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNQNBBR w HAha -,735,1212,e2e4,5,15,24,e2e4 e7e5 c1e2 f7f6 a2a4 a7a5 d2d4
rknqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQNRBB w FAfa -,736,1403,e2e4,1,41,26,e2e4
rknqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQNRBB w FAfa -,736,1403,a2a4,2,34,26,a2a4 a7a5 e2e4 g7g5 d2d4 e7e5 g2g4
rknqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQNRBB w FAfa -,736,1403,g2g4,3,30,26,g2g4 g7g6 f2f4 f7f5 a2a4 a7a5 g4f5
rknqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQNRBB w FAfa -,736,1403,f2f4,4,21,26,f2f4 f7f5 a2a4 a7a5 g2g3 d7d6 d2d3
rknqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQNRBB w FAfa -,736,1403,d2d3,5,20,26,d2d3 f7f5 f2f4 a7a5 a2a4 d7d6 g2g3
bbrknnqr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNQR w HChc -,737,755,d2d4,1,33,24,d2d4 d7d5 f2f3 f7f6 b2b3 b7b6 c2c4
bbrknnqr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNQR w HChc -,737,755,c2c4,2,24,24,c2c4 c7c5 b1e4 e8d6 e4d5 e7e6 d5f3
bbrknnqr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNQR w HChc -,737,755,f2f3,3,19,24,f2f3 c7c5 c2c4 b7b6 b2b3 f7f6 g1f2
bbrknnqr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNQR w HChc -,737,755,b2b3,4,17,24,b2b3 c7c5 c2c4 b7b6 f2f3 f7f6 g1f2
bbrknnqr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNQR w HChc -,737,755,f1e3,5,14,24,f1e3
brkbnnqr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNQR w HBhb -,738,1558,d2d4,1,30,25,d2d4 b7b6 b2b3 f7f5 c2c4 e7e6 d1c2
brkbnnqr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNQR w HBhb -,738,1558,b2b3,2,30,25,b2b3 b7b6 c2c4 f7f5 d1c2 e7e6 d2d4
brkbnnqr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNQR w HBhb -,738,1558,f2f3,3,29,25,f2f3 b7b6 b2b3 f7f5 c2c4 e7e6 d1c2
brkbnnqr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNQR w HBhb -,738,1558,e2e3,4,27,25,e2e3 b7b6 d2d4 d7d5 f1d2 f8d7 b2b3
brkbnnqr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNQR w HBhb -,738,1558,f2f4,5,19,25,f2f4 b7b6
brknnbqr/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBQR w HBhb -,739,81,f2f3,1,26,25,f2f3 b7b6 b2b3 e7e6 e2e4 d7d5 d1c3
brknnbqr/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBQR w HBhb -,739,81,b2b3,2,25,25,b2b3 b7b6 f2f3 e7e6 e2e4 d7d5 d1c3
brknnbqr/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBQR w HBhb -,739,81,e2e4,3,20,25,e2e4 b7b6 f2f3 e7e5 b2b3 f8a3 a1b2
brknnbqr/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBQR w HBhb -,739,81,c2c4,4,19,25,c2c4
brknnbqr/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBQR w HBhb -,739,81,d2d4,5,18,25,d2d4 b7b6 f2f3 f7f5 b2b3 d8f7 d1f2
brknnqrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNQRB w GBgb -,740,497,b2b4,1,25,25,b2b4 b7b6 g2g3 a8h1 g1h1 e8d6 e2e3
brknnqrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNQRB w GBgb -,740,497,b2b3,2,18,25,b2b3 b7b6 f2f4 f7f5 e1f3 e8f6 h2h3
brknnqrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNQRB w GBgb -,740,497,g2g4,3,16,25,g2g4 g7g5 b2b3 h8a1 b1a1 b7b6 h1a8
brknnqrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNQRB w GBgb -,740,497,e2e4,4,11,25,e2e4 g7g5 g2g3 e8d6 e1d3 b7b5 e4e5
brknnqrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNQRB w GBgb -,740,497,g2g3,5,8,25,g2g3 g7g6
rbbknnqr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNQR w HAha -,741,1790,e2e4,1,37,27,e2e4
rbbknnqr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNQR w HAha -,741,1790,f2f3,2,32,27,f2f3 d7d5 c2c3 c7c6 e2e4 f7f6 d2d4
rbbknnqr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNQR w HAha -,741,1790,c2c3,3,31,27,c2c3 d7d5 f2f3 c7c6 e2e4 f7f6 d2d4
rbbknnqr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNQR w HAha -,741,1790,d2d4,4,30,27,d2d4 d7d5 c2c3 c7c6 f2f3 b8c7 b1c2
rbbknnqr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNQR w HAha -,741,1790,a2a4,5,17,27,a2a4 d7d5 d2d4 f7f6 c2c3 c7c6 f2f3
rkbbnnqr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNQR w HAha -,742,35,e2e4,1,33,25,e2e4 e7e5 e1f3 d7d6 d2d4 a7a5 a2a4
rkbbnnqr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNQR w HAha -,742,35,a2a4,2,31,25,a2a4 a7a5 e2e4 e7e5 e1f3 e8f6 f3e5
rkbbnnqr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNQR w HAha -,742,35,f2f4,3,19,25,f2f4 d7d5 d2d3 f7f6 e2e4 d5e4 d3e4
rkbbnnqr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNQR w HAha -,742,35,f2f3,4,19,25,f2f3 d7d6 d2d4 e7e5 a2a4 a7a5 e2e4
rkbbnnqr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNQR w HAha -,742,35,d2d4,5,17,25,d2d4 d7d5
rkbnnbqr/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBQR w HAha -,743,1724,d2d4,1,32,24,d2d4 d7d5 f2f3 f7f6 e2e4 e7e5 e1d3
rkbnnbqr/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBQR w HAha -,743,1724,f2f4,2,25,24,f2f4 d7d5 d2d3 f7f6 e1f3 e8d6 d1c3
rkbnnbqr/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBQR w HAha -,743,1724,e2e4,3,18,24,e2e4 e7e5
rkbnnbqr/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBQR w HAha -,743,1724,d1c3,4,16,24,d1c3 e7e5 e2e4 a7a5 a2a4 f8b4 e1d3
rkbnnbqr/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBQR w HAha -,743,1724,f2f3,5,12,24,f2f3 e7e5 e2e4 a7a5 a2a4 d8e6 f1c4
rkbnnqrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNQRB w GAga -,744,1621,a2a4,1,30,26,a2a4 a7a5 f2f4 f7f5 d2d3 d7d6 g2g3
rkbnnqrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNQRB w GAga -,744,1621,f2f4,2,22,26,f2f4 a7a5 a2a4 f7f5 d2d3 d7d6 e2e4
rkbnnqrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNQRB w GAga -,744,1621,d2d3,3,15,26,d2d3 a7a5 a2a4 g7g5 g2g4 d7d6 h1f3
rkbnnqrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNQRB w GAga -,744,1621,g2g4,4,15,26,g2g4 g7g5 a2a4 a7a5 d2d3 d7d6 h1f3
rkbnnqrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNQRB w GAga -,744,1621,e2e4,5,11,26,e2e4 a7a5
rbknbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNQR w HAha -,745,829,d2d4,1,50,24,d2d4 d7d5 f2f3 f7f6 e2e4 c7c6 a2a4
rbknbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNQR w HAha -,745,829,e2e4,2,35,24,e2e4 e7e5 f2f3 d8c6 c2c3 f7f5 e4f5
rbknbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNQR w HAha -,745,829,f2f3,3,35,24,f2f3 e7e5 e2e4 d8c6 c2c3 f7f5 e4f5
rbknbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNQR w HAha -,745,829,a2a4,4,33,24,a2a4 e7e5 f2f4 f7f6 f4e5 f6e5 d1c3
rbknbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNQR w HAha -,745,829,c2c3,5,25,24,c2c3 d7d5 f2f3 f7f6 d2d4 e7e5 e2e4
rknbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNQR w HAha -,746,1097,a2a4,1,23,26,a2a4 a7a5
rknbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNQR w HAha -,746,1097,f2f3,2,23,26,f2f3 a7a5 a2a4 e7e5 e2e4 f7f6 d2d4
rknbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNQR w HAha -,746,1097,d2d4,3,23,26,d2d4 a7a5 a2a4 d7d5 f2f3 f7f6 e2e4
rknbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNQR w HAha -,746,1097,e2e4,4,20,26,e2e4 a7a5 a2a4 e7e5 f2f3 f7f6 d2d4
rknbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNQR w HAha -,746,1097,f2f4,5,15,26,f2f4 d7d5 a2a4 a7a5 d2d3 f7f6 f1d2
rknnbbqr/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBQR w HAha -,747,270,f2f3,1,36,24,f2f3 d7d5 d2d4 f7f6 e2e4 d5e4 f3e4
rknnbbqr/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBQR w HAha -,747,270,d2d4,2,29,24,d2d4 d7d5 f2f3 f7f6 e2e4 d5e4 f3e4
rknnbbqr/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBQR w HAha -,747,270,e2e4,3,23,24,e2e4 d7d5 e4d5 c8b6 f2f4 b6d5 g2g3
rknnbbqr/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBQR w HAha -,747,270,a2a4,4,17,24,a2a4
rknnbbqr/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBQR w HAha -,747,270,d1c3,5,16,24,d1c3 e7e5 e2e4 f7f6 f2f4 d8c6 c1e2
rknnbqrb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBQRB w GAga -,748,155,a2a4,1,25,24,a2a4 a7a5 g2g4 g7g5 h2h4 h7h6 c1b3
rknnbqrb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBQRB w GAga -,748,155,g2g4,2,25,24,g2g4 a7a5 a2a4 g7g5 c1b3 e7e6 d2d4
rknnbqrb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBQRB w GAga -,748,155,g2g3,3,22,24,g2g3 a7a5 a2a4 e7e6 c1b3 g7g5 f2f4
rknnbqrb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBQRB w GAga -,748,155,d2d3,4,21,24,d2d3 a7a5 a2a4 g7g5 g2g3 e7e6 f2f4
rknnbqrb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBQRB w GAga -,748,155,c1b3,5,15,24,c1b3 f7f5
rbknnqbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNNQBR w HAha -,749,140,e2e4,1,26,25,e2e4 c7c6
rbknnqbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNNQBR w HAha -,749,140,f2f4,2,17,25,f2f4 f7f5 a2a4 a7a5 e1f3 g7g6 g2g3
rbknnqbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNNQBR w HAha -,749,140,a2a4,3,16,25,a2a4 f7f5 f2f4 a7a5 e1f3 e8f6 g2g3
rbknnqbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNNQBR w HAha -,749,140,c2c3,4,11,25,c2c3 f7f5 f2f4 a7a5 a2a4 g7g6 e1f3
rbknnqbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNNQBR w HAha -,749,140,d2d4,5,-3,25,d2d4 f7f5 a2a4 a7a5 f2f4 g7g6 e1f3
rknbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBNQBR w HAha -,750,35,e2e4,1,81,25,e2e4 a7a5 a2a4 e8f6 e4e5 f6d5 f2f4
rknbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBNQBR w HAha -,750,35,d2d4,2,47,25,d2d4 a7a5
rknbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBNQBR w HAha -,750,35,f2f4,3,25,25,f2f4 f7f5 a2a4 a7a5 d2d3 e8f6 e1f3
rknbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBNQBR w HAha -,750,35,a2a4,4,23,25,a2a4 e7e5 e2e4 f7f5 e4f5 a7a5 g2g4
rknbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBNQBR w HAha -,750,35,d2d3,5,16,25,d2d3 e7e5 f2f4 e5e4 d3e4 e8d6 e4e5
rknnqbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNNQBBR w HAha -,751,1072,d2d4,1,26,24,d2d4 f7f5 d1c3 e7e5 d4e5 e8e5 f2f3
rknnqbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNNQBBR w HAha -,751,1072,e2e4,3,22,24,e2e4 e7e5 d1c3 d8c6 c1e2 c8b6 f2f3
rknnqbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNNQBBR w HAha -,751,1072,d1c3,2,18,24,d1c3
rknnqbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNNQBBR w HAha -,751,1072,f2f4,4,18,24,f2f4 f7f5 a2a4 d8c6 d1c3 a7a5 g2g3
rknnqbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNNQBBR w HAha -,751,1072,f2f3,5,15,24,f2f3 e7e5 e2e4 d8c6 d1c3 f7f6 c1e2
rknnqrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNQRBB w FAfa -,752,1987,e2e4,1,18,25,e2e4 g7g5
rknnqrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNQRBB w FAfa -,752,1987,g2g4,2,16,25,g2g4 g7g6 f2f4 f7f5 g4f5 g6f5 a2a4
rknnqrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNQRBB w FAfa -,752,1987,g2g3,3,10,25,g2g3 f7f5 f2f4 a7a5 a2a4 g7g6 e2e4
rknnqrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNQRBB w FAfa -,752,1987,f2f4,4,8,25,f2f4 f7f5 a2a4 a7a5 g2g3 g7g6 d1c3
rknnqrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNQRBB w FAfa -,752,1987,a2a4,5,6,25,a2a4 f7f5 f2f4 a7a5 d1c3 g7g6 g2g3
bbrknnrq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNRQ w GCgc -,753,386,g2g4,1,54,24,g2g4 a7a5 b2b3 b8a7 e2e3 b7b5 e1f3
bbrknnrq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNRQ w GCgc -,753,386,g2g3,2,33,24,g2g3 a7a6 e2e3 b8a7 b2b3 b7b5 f2f3
bbrknnrq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNRQ w GCgc -,753,386,b2b4,4,24,24,b2b4 b7b6 c2c4 c7c5 b4c5 b6c5 h2h4
bbrknnrq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNRQ w GCgc -,753,386,c2c4,3,21,24,c2c4 b7b6
bbrknnrq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNRQ w GCgc -,753,386,b2b3,5,14,24,b2b3 b7b6 c2c4 c7c5 f1e3 h7h5 e1f3
brkbnnrq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNRQ w GBgb -,754,1581,f2f4,1,25,23,f2f4 h7h5 g2g3 b7b5 e2e4 h8h7 d1f3
brkbnnrq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNRQ w GBgb -,754,1581,b2b3,2,11,23,b2b3 b7b6 e2e3 e7e6 h2h4 h7h5 e1d3
brkbnnrq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNRQ w GBgb -,754,1581,e1d3,3,9,23,e1d3
brkbnnrq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNRQ w GBgb -,754,1581,e2e3,4,7,23,e2e3 h7h5 b2b3 e7e6 h2h4 b7b6 d1f3
brkbnnrq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNRQ w GBgb -,754,1581,h2h4,5,6,23,h2h4 b7b6 b2b3 h7h5 e2e3 e7e6 d1f3
brknnbrq/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBRQ w GBgb -,755,625,g2g4,1,30,24,g2g4 g7g6 f1g2 f8g7 f2f4 f7f5 g4g5
brknnbrq/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBRQ w GBgb -,755,625,b2b4,2,30,24,b2b4 b7b6 f2f3 h7h5 e2e4 f7f6 d1e3
brknnbrq/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBRQ w GBgb -,755,625,g2g3,3,19,24,g2g3 g7g5 f1g2 f8g7 e1d3 e7e6 h2h4
brknnbrq/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBRQ w GBgb -,755,625,b2b3,4,16,24,b2b3 b7b6
brknnbrq/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBRQ w GBgb -,755,625,h2h4,5,14,24,h2h4 g7g6 g2g4 f8g7 f1g2 h7h5 g4g5
brknnrqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNRQB w FBfb -,756,1339,f2f4,1,28,26,f2f4 b7b6 g2g4 a8h1 g1h1 g7g5 f4f5
brknnrqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNRQB w FBfb -,756,1339,g2g3,2,23,26,g2g3 f7f5 b2b3 b7b6 h1a8 b8a8 f2f4
brknnrqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNRQB w FBfb -,756,1339,g2g4,3,20,26,g2g4 g7g5 b2b3 h8a1 b1a1 b7b6 h1a8
brknnrqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNRQB w FBfb -,756,1339,b2b3,4,12,26,b2b3 b7b6 g2g4 a8h1 g1h1 g7g6 a1h8
brknnrqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNRQB w FBfb -,756,1339,e1d3,5,6,26,e1d3 b7b6 b2b3 g7g5 g2g3 h8a1 b1a1
rbbknnrq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNRQ w GAga -,757,1614,d2d4,1,46,24,d2d4 d7d5 g2g3 c7c6 e2e4 d5e4 h1e4
rbbknnrq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNRQ w GAga -,757,1614,c2c3,2,32,24,c2c3 e7e5 e2e4 c7c6 b1c2 f8e6 g2g3
rbbknnrq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNRQ w GAga -,757,1614,g2g3,3,31,24,g2g3 g7g6 c2c3 e7e5 e2e4 c7c6 d2d3
rbbknnrq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNRQ w GAga -,757,1614,e2e4,4,19,24,e2e4 c7c5 g2g3 g7g5 c2c3 b8c7 b1c2
rbbknnrq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNRQ w GAga -,757,1614,h2h4,5,9,24,h2h4 d7d5
rkbbnnrq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNRQ w GAga -,758,714,a2a4,1,30,26,a2a4 a7a5 f2f4 f7f5 d2d3 g7g6 e2e4
rkbbnnrq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNRQ w GAga -,758,714,g2g3,2,26,26,g2g3 a7a5 a2a4 f7f5 f2f4 d7d6 d2d3
rkbbnnrq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNRQ w GAga -,758,714,f2f4,3,26,26,f2f4 a7a5 a2a4 f7f5 d2d3 g7g6 e2e4
rkbbnnrq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNRQ w GAga -,758,714,e2e4,4,23,26,e2e4 a7a5 a2a4 e7e5 g2g3 f8e6 f1e3
rkbbnnrq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNRQ w GAga -,758,714,g2g4,5,13,26,g2g4 a7a5
rkbnnbrq/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBRQ w GAga -,759,1184,a2a4,1,34,25,a2a4 a7a5 g2g4 e7e5 e2e4 g7g6 b2b3
rkbnnbrq/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBRQ w GAga -,759,1184,e2e4,2,33,25,e2e4 a7a5 a2a4 e7e5 g2g4 g7g6 b2b3
rkbnnbrq/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBRQ w GAga -,759,1184,g2g4,3,31,25,g2g4 a7a5 a2a4 e7e5 e2e4 g7g6 b2b3
rkbnnbrq/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBRQ w GAga -,759,1184,d2d4,4,19,25,d2d4 g7g5 d4d5 e7e6 e2e4 a7a5 a2a4
rkbnnbrq/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBRQ w GAga -,759,1184,f2f4,5,12,25,f2f4 g7g5 f4g5 g8g5 a2a4 a7a5 e2e4
rkbnnrqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNRQB w FAfa -,760,1050,a2a4,1,23,25,a2a4 a7a5 e2e4 g7g5 d1e3 d8c6 g2g4
rkbnnrqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNRQB w FAfa -,760,1050,e2e4,2,21,25,e2e4 g7g5 a2a4 a7a5 d1e3 d8c6 g2g4
rkbnnrqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNRQB w FAfa -,760,1050,g2g4,3,18,25,g2g4 g7g5 a2a4 a7a5 e2e4 e7e5 d1e3
rkbnnrqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNRQB w FAfa -,760,1050,d2d3,4,12,25,d2d3 f7f5 f2f4 a7a5 a2a4 g7g6 g2g3
rkbnnrqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNRQB w FAfa -,760,1050,f2f4,5,11,25,f2f4 f7f5 g2g3 a7a5 a2a4 g7g6 d2d3
rbknbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNRQ w GAga -,761,225,d2d4,1,65,23,d2d4 a7a5 c2c4 b8a7 e2e3 h7h5 b1c2
rbknbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNRQ w GAga -,761,225,c2c4,2,46,23,c2c4 c7c5 g2g4 g7g5 h2h4 h7h6 b1e4
rbknbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNRQ w GAga -,761,225,e2e3,3,38,23,e2e3 c7c5 c2c4 g7g5 h2h4 g5g4 f2f4
rbknbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNRQ w GAga -,761,225,g2g3,4,37,23,g2g3 c7c6 c2c4 g7g6 e2e3 e7e5 f2f4
rbknbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNRQ w GAga -,761,225,c2c3,5,29,23,c2c3 g7g6
rknbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNRQ w GAga -,762,0,d2d4,1,21,24,d2d4 a7a5 a2a4 g7g5 c1b3 e7e6 c2c4
rknbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNRQ w GAga -,762,0,a2a4,2,19,24,a2a4 a7a5 c1b3 e7e6 d2d4 g7g5 c2c4
rknbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNRQ w GAga -,762,0,h2h4,3,19,24,h2h4 a7a5 a2a4 e7e5 d2d3 f8e6 c1b3
rknbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNRQ w GAga -,762,0,c1b3,4,13,24,c1b3 e7e5 a2a4 f7f5 f1e3 g7g6 g2g4
rknbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNRQ w GAga -,762,0,f2f4,5,12,24,f2f4 d7d5 a2a4 a7a5 g2g4 e7e6 h2h4
rknnbbrq/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBRQ w GAga -,763,1182,f2f4,1,35,24,f2f4 g7g5 f4g5 g8g5 h2h4 g5g7 g2g4
rknnbbrq/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBRQ w GAga -,763,1182,g2g4,3,25,24,g2g4 a7a5 f2f4 a5a4 a2a3 g7g5 f4g5
rknnbbrq/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBRQ w GAga -,763,1182,a2a4,2,23,24,a2a4 a7a5
rknnbbrq/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBRQ w GAga -,763,1182,e2e4,4,22,24,e2e4 a7a5 a2a4 e7e5 g2g3 d8c6 f2f4
rknnbbrq/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBRQ w GAga -,763,1182,h2h4,5,20,24,h2h4 a7a5 a2a4 g7g6 g2g4 e7e5 f2f4
rknnbrqb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBRQB w FAfa -,764,1239,a2a4,1,30,25,a2a4 a7a5 g2g4 g7g5 d2d3 h7h5 h2h3
rknnbrqb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBRQB w FAfa -,764,1239,g2g4,2,30,25,g2g4 a7a5 a2a4 g7g5 d2d3 h7h5 h2h3
rknnbrqb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBRQB w FAfa -,764,1239,f2f4,3,19,25,f2f4 a7a5 a2a4 f7f5 d2d3 d7d6 c1b3
rknnbrqb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBRQB w FAfa -,764,1239,d2d3,4,7,25,d2d3 g7g5 g2g4 h7h5 h2h3 h5g4 h3g4
rknnbrqb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBRQB w FAfa -,764,1239,c1b3,5,3,25,c1b3 g7g5 g2g4 h7h5 h2h3 d7d6 a2a4
rbknnrbq/pppppppp/8/8/8/8/PPPPPPPP/RBKNNRBQ w FAfa -,765,133,e2e4,1,36,25,e2e4 c7c6 f2f4 f7f5 e4f5 f8f5 g2g3
rbknnrbq/pppppppp/8/8/8/8/PPPPPPPP/RBKNNRBQ w FAfa -,765,133,f2f4,2,15,25,f2f4 f7f5
rbknnrbq/pppppppp/8/8/8/8/PPPPPPPP/RBKNNRBQ w FAfa -,765,133,g2g3,3,11,25,g2g3 f7f5 f2f4 g7g6 a2a4 a7a5 c2c3
rbknnrbq/pppppppp/8/8/8/8/PPPPPPPP/RBKNNRBQ w FAfa -,765,133,c2c3,4,11,25,c2c3 f7f5 f2f4 g7g6 a2a4 a7a5 g2g3
